Date,FTAG,FTHG,FTR,HTAG,HTHG,HTR,League_Code,League_Name,Season
19/08/00,0.0,4.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
19/08/00,2.0,4.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
19/08/00,3.0,1.0,A,1.0,1.0,D,E0,Premier League (Англия),2000-2001
19/08/00,2.0,2.0,D,2.0,1.0,A,E0,Premier League (Англия),2000-2001
19/08/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
19/08/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
19/08/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
19/08/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
19/08/00,1.0,3.0,H,1.0,2.0,H,E0,Premier League (Англия),2000-2001
20/08/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
21/08/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
22/08/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
22/08/00,1.0,1.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
22/08/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/08/00,0.0,3.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
23/08/00,2.0,4.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
23/08/00,2.0,3.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
23/08/00,2.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/08/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/08/00,3.0,5.0,H,2.0,1.0,A,E0,Premier League (Англия),2000-2001
26/08/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/08/00,2.0,2.0,D,0.0,2.0,H,E0,Premier League (Англия),2000-2001
26/08/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/08/00,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
26/08/00,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
26/08/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
26/08/00,3.0,3.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
26/08/00,2.0,2.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
27/08/00,1.0,1.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
05/09/00,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
05/09/00,0.0,6.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
05/09/00,1.0,1.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
05/09/00,2.0,3.0,H,2.0,1.0,A,E0,Premier League (Англия),2000-2001
06/09/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
06/09/00,2.0,2.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
06/09/00,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
06/09/00,3.0,3.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
06/09/00,1.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
06/09/00,1.0,3.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
09/09/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/09/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
09/09/00,2.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
09/09/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
09/09/00,2.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/09/00,0.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/09/00,2.0,1.0,A,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/09/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/09/00,2.0,2.0,D,0.0,2.0,H,E0,Premier League (Англия),2000-2001
11/09/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
16/09/00,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
16/09/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
16/09/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
16/09/00,3.0,1.0,A,3.0,0.0,A,E0,Premier League (Англия),2000-2001
16/09/00,2.0,1.0,A,1.0,1.0,D,E0,Premier League (Англия),2000-2001
16/09/00,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
16/09/00,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
17/09/00,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
17/09/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
17/09/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/09/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/09/00,3.0,0.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
23/09/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/09/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
23/09/00,1.0,1.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
23/09/00,3.0,3.0,D,2.0,3.0,H,E0,Premier League (Англия),2000-2001
23/09/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
23/09/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/09/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
24/09/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
30/09/00,1.0,4.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
30/09/00,2.0,2.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
30/09/00,3.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
30/09/00,3.0,4.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
30/09/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
30/09/00,3.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
30/09/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
01/10/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
01/10/00,0.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
01/10/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
14/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
14/10/00,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
14/10/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
14/10/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
14/10/00,1.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
14/10/00,3.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
14/10/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
14/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
15/10/00,4.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
16/10/00,3.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
21/10/00,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
21/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
21/10/00,1.0,6.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
21/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
21/10/00,0.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
21/10/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
21/10/00,1.0,3.0,H,1.0,2.0,H,E0,Premier League (Англия),2000-2001
21/10/00,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
22/10/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
23/10/00,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
28/10/00,0.0,5.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
28/10/00,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
28/10/00,0.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
28/10/00,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
28/10/00,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
28/10/00,0.0,5.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
28/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
28/10/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
29/10/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
29/10/00,1.0,3.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
04/11/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
04/11/00,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
04/11/00,3.0,4.0,H,2.0,1.0,A,E0,Premier League (Англия),2000-2001
04/11/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
04/11/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
04/11/00,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
04/11/00,2.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
04/11/00,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
05/11/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
06/11/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/11/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/11/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
11/11/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/11/00,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/11/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/11/00,1.0,2.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
11/11/00,2.0,2.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
11/11/00,1.0,4.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
12/11/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
12/11/00,1.0,4.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
18/11/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
18/11/00,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
18/11/00,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
18/11/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
18/11/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
18/11/00,3.0,0.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
18/11/00,2.0,1.0,A,0.0,1.0,H,E0,Premier League (Англия),2000-2001
18/11/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
19/11/00,1.0,2.0,H,1.0,2.0,H,E0,Premier League (Англия),2000-2001
20/11/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
25/11/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
25/11/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
25/11/00,3.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
25/11/00,1.0,2.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
25/11/00,3.0,2.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
25/11/00,2.0,2.0,D,2.0,0.0,A,E0,Premier League (Англия),2000-2001
25/11/00,3.0,2.0,A,2.0,1.0,A,E0,Premier League (Англия),2000-2001
25/11/00,0.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
26/11/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/11/00,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
02/12/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
02/12/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
02/12/00,1.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
02/12/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
02/12/00,1.0,3.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
02/12/00,0.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
02/12/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
02/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
03/12/00,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
04/12/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/12/00,0.0,5.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
09/12/00,3.0,3.0,D,2.0,1.0,A,E0,Premier League (Англия),2000-2001
09/12/00,3.0,3.0,D,2.0,1.0,A,E0,Premier League (Англия),2000-2001
09/12/00,1.0,4.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
09/12/00,0.0,5.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
09/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
09/12/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
09/12/00,1.0,1.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
10/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
10/12/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
16/12/00,2.0,2.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
16/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
16/12/00,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
16/12/00,1.0,3.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
16/12/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
16/12/00,1.0,3.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
16/12/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
16/12/00,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
17/12/00,1.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
18/12/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
22/12/00,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,2.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
23/12/00,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
23/12/00,0.0,4.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
23/12/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/12/00,1.0,6.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
26/12/00,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/12/00,4.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
26/12/00,2.0,1.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/12/00,2.0,2.0,D,2.0,1.0,A,E0,Premier League (Англия),2000-2001
26/12/00,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
26/12/00,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
26/12/00,1.0,2.0,H,1.0,2.0,H,E0,Premier League (Англия),2000-2001
26/12/00,0.0,5.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
27/12/00,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
30/12/00,2.0,2.0,D,0.0,2.0,H,E0,Premier League (Англия),2000-2001
30/12/00,0.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
30/12/00,4.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
30/12/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
30/12/00,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
30/12/00,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
01/01/01,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
01/01/01,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
01/01/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
01/01/01,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
01/01/01,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
01/01/01,2.0,1.0,A,2.0,1.0,A,E0,Premier League (Англия),2000-2001
01/01/01,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
01/01/01,1.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
01/01/01,1.0,4.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
02/01/01,2.0,4.0,H,1.0,3.0,H,E0,Premier League (Англия),2000-2001
13/01/01,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
13/01/01,3.0,0.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
13/01/01,3.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
13/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
13/01/01,4.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
13/01/01,0.0,4.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
13/01/01,1.0,3.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
13/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
13/01/01,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
14/01/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
20/01/01,1.0,4.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
20/01/01,3.0,1.0,A,3.0,0.0,A,E0,Premier League (Англия),2000-2001
20/01/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
20/01/01,3.0,1.0,A,2.0,1.0,A,E0,Premier League (Англия),2000-2001
20/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
20/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
20/01/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
20/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
21/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
22/01/01,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
24/01/01,2.0,1.0,A,1.0,1.0,D,E0,Premier League (Англия),2000-2001
30/01/01,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
30/01/01,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
31/01/01,1.0,3.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
31/01/01,2.0,2.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
31/01/01,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
31/01/01,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
31/01/01,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
31/01/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
31/01/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/02/01,3.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/02/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/02/01,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
03/02/01,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
03/02/01,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
03/02/01,0.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
03/02/01,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/02/01,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
03/02/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
07/02/01,2.0,2.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
10/02/01,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/02/01,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
10/02/01,1.0,1.0,D,0.0,1.0,H,E0,Premier League (Англия),2000-2001
10/02/01,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
10/02/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/02/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/02/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/02/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
11/02/01,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
12/02/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
24/02/01,2.0,1.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
24/02/01,2.0,2.0,D,1.0,1.0,D,E0,Premier League (Англия),2000-2001
24/02/01,0.0,1.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
24/02/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
24/02/01,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
24/02/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
24/02/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
24/02/01,2.0,1.0,A,1.0,1.0,D,E0,Premier League (Англия),2000-2001
25/02/01,1.0,6.0,H,1.0,5.0,H,E0,Premier League (Англия),2000-2001
03/03/01,0.0,3.0,H,0.0,3.0,H,E0,Premier League (Англия),2000-2001
03/03/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/03/01,1.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
03/03/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/03/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/03/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/03/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
03/03/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
04/03/01,1.0,3.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
05/03/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
07/03/01,2.0,0.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
10/03/01,1.0,2.0,H,1.0,0.0,A,E0,Premier League (Англия),2000-2001
17/03/01,2.0,2.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
17/03/01,2.0,1.0,A,1.0,1.0,D,E0,Premier League (Англия),2000-2001
17/03/01,4.0,2.0,A,1.0,2.0,H,E0,Premier League (Англия),2000-2001
17/03/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
17/03/01,2.0,1.0,A,2.0,0.0,A,E0,Premier League (Англия),2000-2001
17/03/01,0.0,1.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
17/03/01,0.0,3.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
17/03/01,1.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
18/03/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
18/03/01,1.0,1.0,D,1.0,0.0,A,E0,Premier League (Англия),2000-2001
31/03/01,0.0,2.0,H,0.0,0.0,D,E0,Premier League (Англия),2000-2001
31/03/01,2.0,2.0,D,1.0,2.0,H,E0,Premier League (Англия),2000-2001
31/03/01,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
31/03/01,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
31/03/01,0.0,2.0,H,0.0,2.0,H,E0,Premier League (Англия),2000-2001
31/03/01,3.0,1.0,A,2.0,1.0,A,E0,Premier League (Англия),2000-2001
31/03/01,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
31/03/01,2.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
01/04/01,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
02/04/01,3.0,0.0,A,1.0,0.0,A,E0,Premier League (Англия),2000-2001
04/04/01,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
07/04/01,2.0,2.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
07/04/01,4.0,0.0,A,0.0,0.0,D,E0,Premier League (Англия),2000-2001
07/04/01,0.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
07/04/01,3.0,1.0,A,2.0,1.0,A,E0,Premier League (Англия),2000-2001
08/04/01,1.0,3.0,H,1.0,2.0,H,E0,Premier League (Англия),2000-2001
09/04/01,0.0,0.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/04/01,1.0,1.0,D,0.0,0.0,D,E0,Premier League (Англия),2000-2001
10/04/01,1.0,2.0,H,0.0,1.0,H,E0,Premier League (Англия),2000-2001
10/04/01,1.0,2.0,H,1.0,1.0,D,E0,Premier League (Англия),2000-2001
11/04/01,4.0,0.0,A,4.0,0.0,A,E0,Premier League (Англия),2000-2001
